Gene	CGC	Publications	Cancer type frequency per number of publications
MOB4	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
MOCS2	No	2	"Liver Cancer":100%;
MORN2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MOSMO	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MOSPD3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MOV10	No	2	"Colorectal Cancer":100%;
MPC1	No	2	"Liver Cancer":100%;
MPHOSPH9	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MPLKIP	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
MPZL1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MRGBP	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MRPL1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
MRPL18	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
MRPL35	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
MRPL39	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MRPL45	No	2	"Blood Cancer":50%;Sarcoma:50%;
MRPS25	No	2	"Colorectal Cancer":100%;
MRVI1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MSI1	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
MSMB	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MSRA	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
MSRB3	No	2	"Colorectal Cancer":50%;Sarcoma:50%;
MST1R	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MSTO1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MTA2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MTCH2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
MTERF1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MTFP1	No	2	"Liver Cancer":100%;
MTHFD2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MTM1	No	2	"Liver Cancer":50%;"Gastric Cancer":50%;
MTMR4	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
MTMR6	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MTTP	No	2	"Liver Cancer":100%;
MUC4	Yes	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MUC6	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MUTYH	Yes	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MVP	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MXI1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MYBPC1	No	2	"Blood Cancer":100%;
MYCBP2	No	1	"Pancreatic Cancer":100%;
MYEF2	No	1	"Nervous System Cancer":100%;
MYLK	No	2	"Breast Cancer":50%;"Blood Cancer":50%;
MYLK2	No	2	"Blood Cancer":100%;
MYO16	No	1	"Blood Cancer":100%;
MYO1B	No	2	"Liver Cancer":50%;"Gastric Cancer":50%;
MYO1F	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MYO5A	Yes	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
MYO5B	No	2	"Colorectal Cancer":100%;
MYOF	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
MYT1	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
NAA35	No	2	"Colorectal Cancer":100%;
NAA40	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NAA60	No	2	"Liver Cancer":100%;
NABP2	No	2	"Breast Cancer":50%;"Colorectal Cancer":50%;
NACA	Yes	2	"Liver Cancer":50%;"Blood Cancer":50%;
NACAD	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NADK2	No	2	"Liver Cancer":100%;
NAE1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NAMPT	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NARS1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NAV1	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
NAV2	No	2	"Liver Cancer":50%;Mixed:50%;
NBAS	No	2	"Colorectal Cancer":50%;Sarcoma:50%;
NBEAL2	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
NCAM1	No	2	"Skin Cancer":50%;"Nervous System Cancer":50%;
NCAM2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
NCAPD2	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
NCKAP5	No	2	"Lung Cancer":50%;"Liver Cancer":50%;
NDRG1	Yes	2	"Blood Cancer":100%;
NDRG3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NDRG4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NDUFA12	No	2	"Liver Cancer":100%;
NDUFA7	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
NDUFB2	No	2	Sarcoma:50%;"Colorectal Cancer":50%;
NDUFC1	No	2	"Colorectal Cancer":100%;
NEAT1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NECTIN1	No	2	"Liver Cancer":100%;
NEK7	No	1	"Nervous System Cancer":100%;
NELFB	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NET1	No	2	"Liver Cancer":100%;
NEURL1	No	2	"Blood Cancer":100%;
NFIL3	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NFKBIL1	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
NFRKB	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NHP2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NHS	No	2	"Liver Cancer":50%;"Skin Cancer":50%;
NICN1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NIP7	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
NIPAL3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NIPSNAP1	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
NKAIN2	No	2	"Liver Cancer":100%;
NKD2	No	2	"Colorectal Cancer":50%;"Skin Cancer":50%;
NKX3-1	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
NLGN1	No	2	"Liver Cancer":100%;
NLK	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
NLN	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NLRC4	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
NNT	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
NOB1	No	2	"Blood Cancer":100%;
NOCT	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NOL6	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
NOL7	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NOM1	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
NOTCH3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NOVA2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NPAS3	No	2	"Liver Cancer":50%;"Nervous System Cancer":50%;
NPC1	No	2	"Liver Cancer":100%;
NPFF	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NPM1	Yes	2	"Liver Cancer":100%;
NPM2	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
NPM3	No	2	"Liver Cancer":100%;
NR1H3	No	2	"Liver Cancer":100%;
NR2C1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NRARP	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NRBP2	No	2	"Colorectal Cancer":50%;"Liver Cancer":50%;
NRG4	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
NRM	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NRP1	No	2	"Skin Cancer":50%;"Blood Cancer":50%;
NSMAF	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NSMCE2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NSUN4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NT5C	No	2	"Colorectal Cancer":100%;
NT5E	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NTF4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NTN1	No	2	"Blood Cancer":100%;
NUCKS1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NUDT16L1	No	2	"Liver Cancer":100%;
NUDT6	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
NUP214	Yes	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NUP50	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NUP62	No	2	"Colorectal Cancer":100%;
NUP85	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NUP58	No	2	"Colorectal Cancer":100%;
NUS1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
NUTF2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
NYAP1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OASL	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OAT	No	2	"Colorectal Cancer":100%;
OBSCN	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OGFR	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OIT3	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
OLFM3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OLFML3	No	2	"Liver Cancer":100%;
OR2K2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
OMG	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
OPCML	No	2	"Liver Cancer":100%;
OPN1LW	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
ORAI1	No	2	"Blood Cancer":100%;
OSBPL11	No	2	"Liver Cancer":100%;
OSBPL2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OSBPL3	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
OSMR	No	2	"Skin Cancer":50%;"Breast Cancer":50%;
OSTF1	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
OTOA	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OTUB1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
OXCT1	No	2	"Nervous System Cancer":50%;"Blood Cancer":50%;
OXNAD1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
P2RY2	No	2	"Breast Cancer":50%;"Colorectal Cancer":50%;
P4HA1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
P4HA3	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
P4HTM	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PACRG	No	2	"Liver Cancer":50%;"Skin Cancer":50%;
PACS1	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PAH	No	2	"Liver Cancer":100%;
PALD1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PALLD	No	2	"Liver Cancer":100%;
PALM	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
PALMD	No	2	"Liver Cancer":50%;"Pancreatic Cancer":50%;
PAPLN	No	2	"Colorectal Cancer":50%;"Skin Cancer":50%;
PAQR4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PARD6B	No	1	"Pancreatic Cancer":100%;
PARL	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PARN	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PARP6	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PARP8	No	2	"Nervous System Cancer":100%;
PARTICL	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PAX2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PAX4	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
PAX5	Yes	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PAXBP1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PBK	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PCDH1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PCED1A	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PCGF6	No	2	"Blood Cancer":100%;
PCID2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PCK2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PCNX3	No	2	"Blood Cancer":50%;"Pancreatic Cancer":50%;
PCOLCE	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PCSK1N	No	2	"Blood Cancer":100%;
PCSK5	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
PCYOX1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PCYT2	No	2	"Liver Cancer":50%;"Gastric Cancer":50%;
PDCD7	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PDCL2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PDE4A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PDE8A	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PDE9A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PDF	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
PDGFA	No	2	"Colorectal Cancer":100%;
PDGFRB	Yes	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
PDGFRL	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PDHB	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PDIA5	No	2	"Liver Cancer":100%;
PDK1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PDP2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PDPR	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PDSS2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PELI3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PEPD	No	2	"Pancreatic Cancer":50%;"Blood Cancer":50%;
PEX10	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PEX11B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PEX2	No	2	"Liver Cancer":100%;
PEX5	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PEX6	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PEX7	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
PFKFB2	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
PGAM5	No	2	"Liver Cancer":100%;
PGAP2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PGD	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PGK1	No	2	"Liver Cancer":100%;
PGLYRP2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PGM2L1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PHF20	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PHF20L1	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PHIP	No	1	"Nervous System Cancer":100%;
PHKA2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PHKG2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PHLDA2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PHYH	No	2	"Liver Cancer":100%;
PI16	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIAS2	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
PIFO	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
PIGF	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIGU	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIGV	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PIGW	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIGX	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIK3C2B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PIK3CB	Yes	2	"Blood Cancer":100%;
PIK3R6	No	2	"Blood Cancer":100%;
PIM2	No	2	"Blood Cancer":100%;
PIP4K2A	No	2	"Blood Cancer":100%;
PIP5K1A	No	2	"Blood Cancer":100%;
PITHD1	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PITPNB	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
PKD2	No	2	"Liver Cancer":50%;"Nervous System Cancer":50%;
PKD2L2	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PKDCC	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PKIG	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PKM	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PKN1	No	2	"Blood Cancer":100%;
PKP2	No	2	"Liver Cancer":100%;
PLA2G10	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLA2G12B	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PLA2G15	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLA2G4A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLB1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLCB3	No	2	"Colorectal Cancer":100%;
PLCD4	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PLCG1	Yes	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PLCH1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLCH2	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PLCXD2	No	2	"Liver Cancer":100%;
PLD2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLD3	No	2	"Blood Cancer":100%;
PLEK2	No	2	"Colorectal Cancer":100%;
PLEKHA6	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
PLEKHA8	No	2	"Blood Cancer":100%;
PLEKHG1	No	1	"Nervous System Cancer":100%;
PLEKHH2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLEKHM1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLG	No	2	"Liver Cancer":100%;
PLPPR3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PLS1	No	2	"Colorectal Cancer":100%;
PLS3	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PLXNB2	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
PLXNC1	No	2	Mixed:50%;"Blood Cancer":50%;
PMEPA1	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
PNLDC1	No	2	"Colorectal Cancer":50%;"Liver Cancer":50%;
PNPLA7	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PNPT1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POFUT1	No	2	"Colorectal Cancer":100%;
POGLUT3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLD3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLD4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLE3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLG	Yes	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLG2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
POLR2G	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLR3C	No	2	"Colorectal Cancer":100%;
POLR3E	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POLR3H	No	2	"Colorectal Cancer":100%;
POLRMT	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
POP1	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
POP7	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PPARA	No	2	"Liver Cancer":100%;
PPFIA3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPIE	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPIP5K2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPP1R14A	No	2	"Colorectal Cancer":100%;
PPP1R15B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPP1R16A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPP1R2	No	2	"Colorectal Cancer":100%;
PPP2R1B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPP2R3A	No	2	"Colorectal Cancer":100%;
PPP2R5D	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PPRC1	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PQBP1	No	2	"Blood Cancer":100%;
SLC66A2	No	2	"Liver Cancer":100%;
PRAM1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PRDX3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PRDX5	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PREX2	Yes	2	"Nervous System Cancer":100%;
PRICKLE2	No	1	"Skin Cancer":100%;
PRKAG1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PRKAG2	No	2	"Liver Cancer":100%;
PRKCD	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PRKCSH	No	2	"Blood Cancer":100%;
PRKN	No	2	"Liver Cancer":100%;
PRMT7	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PROSER2	No	2	"Liver Cancer":50%;"Gastric Cancer":50%;
PRPF40A	No	2	"Liver Cancer":50%;"Nervous System Cancer":50%;
PRPF4B	No	2	"Liver Cancer":100%;
PRPH2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PRPSAP1	No	2	"Liver Cancer":100%;
PRR13	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PRR14	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PRSS12	No	2	"Blood Cancer":50%;"Skin Cancer":50%;
PSMA1	No	2	"Blood Cancer":100%;
PSMA5	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PSMA6	No	2	"Liver Cancer":100%;
PSMB4	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PSMB5	No	2	"Blood Cancer":100%;
PSMC1	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
PSMD1	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
PSMD13	No	2	"Liver Cancer":50%;"Nervous System Cancer":50%;
PSMD2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PSMD3	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PSMD5	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PSMD8	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PSMG1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PSMG4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PTBP1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
PTER	No	2	"Liver Cancer":100%;
PTGR1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PTGR2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PTK2B	No	2	"Blood Cancer":50%;"Pancreatic Cancer":50%;
PTN	No	2	"Nervous System Cancer":50%;"Skin Cancer":50%;
PTPDC1	No	2	"Blood Cancer":50%;"Pancreatic Cancer":50%;
PTPN1	No	2	"Blood Cancer":100%;
PTPN11	Yes	2	"Blood Cancer":50%;"Breast Cancer":50%;
PTPN14	No	2	Sarcoma:50%;"Nervous System Cancer":50%;
PTPN9	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
PTPRM	No	2	"Liver Cancer":100%;
PTPRS	No	2	"Blood Cancer":50%;Sarcoma:50%;
PUM3	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
PUS1	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
PWP2	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
PXN	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
PXYLP1	No	2	"Colorectal Cancer":50%;"Nervous System Cancer":50%;
PYGL	No	2	"Liver Cancer":100%;
PYGM	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
QSER1	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
R3HDM1	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
RAB11A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAB11FIP4	No	2	"Blood Cancer":100%;
RAB12	No	2	"Nervous System Cancer":100%;
RAB13	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
RAB18	No	2	"Liver Cancer":100%;
RAB30	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
RAB31	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAB33B	No	2	"Colorectal Cancer":100%;
RAB3C	No	2	"Nervous System Cancer":100%;
RAB3IL1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAB42	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAB8B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RABGGTA	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RABGGTB	No	2	"Liver Cancer":100%;
RACGAP1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAD50	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAD52	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAD54L	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAD9B	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAI14	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
RALA	No	2	"Liver Cancer":50%;"Nervous System Cancer":50%;
RALGDS	Yes	2	"Blood Cancer":50%;"Breast Cancer":50%;
RALYL	No	2	"Liver Cancer":100%;
RAMAC	No	2	"Blood Cancer":50%;"Gastric Cancer":50%;
RANBP6	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
RANGAP1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAP1GAP2	No	2	"Colorectal Cancer":50%;"Liver Cancer":50%;
RAP2A	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAPGEF5	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
RARG	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
RARS1	No	2	"Colorectal Cancer":100%;
RASGEF1A	No	2	"Colorectal Cancer":50%;"Blood Cancer":50%;
RASGRP4	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RASSF7	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RAVER1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
RBBP8NL	No	2	"Colorectal Cancer":50%;"Pancreatic Cancer":50%;
RBM20	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RBPMS2	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
RBSN	No	2	"Colorectal Cancer":50%;"Gastric Cancer":50%;
RCBTB2	No	2	"Colorectal Cancer":50%;"Liver Cancer":50%;
RCC1	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
RCHY1	No	2	"Liver Cancer":100%;
RCOR2	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RCOR3	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
RDH12	No	2	"Blood Cancer":50%;"Liver Cancer":50%;
RECK	No	2	"Blood Cancer":50%;"Breast Cancer":50%;
REPS2	No	2	"Liver Cancer":50%;"Colorectal Cancer":50%;
RETREG1	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RFC1	No	2	"Blood Cancer":50%;Sarcoma:50%;
RFX3	No	2	"Blood Cancer":50%;"Nervous System Cancer":50%;
RGL3	No	2	"Blood Cancer":100%;
RGS3	No	2	"Blood Cancer":50%;"Colorectal Cancer":50%;
RHBDF2	No	2	"Liver Cancer":50%;"Blood Cancer":50%;
